"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050890","GO:0050890","cognition","64/3041","224/18842",0.285714285714286,1.77028233193968,5.08774493971571,1.77945167781906e-06,7.52746465149358e-05,7.52746465149358e-05,"1139/9241/55084/134/6356/139411/5649/4909/6285/5582/84630/6833/22941/5803/64220/729956/6326/1128/5621/497189/6870/2019/3934/55450/5350/23316/6860/4986/4762/2902/4130/65009/7124/22943/9378/6543/2925/54112/4248/1813/4900/151556/3198/7097/28983/3643/6863/6484/2628/5578/1137/11170/793/2903/84446/152789/266743/1956/27023/50944/4915/10288/4776/4311",64
"GO:0090087","GO:0090087","regulation of peptide transport","56/3041","188/18842",0.297872340425532,1.84561349500094,5.1119046192934,1.88415517794581e-06,7.9134517473724e-05,7.9134517473724e-05,"3172/2852/6352/8447/4856/150/222546/134/9971/3553/3767/6755/3717/6804/25924/2692/6833/116534/1113/6616/3625/3651/760/2781/3952/131177/7351/6566/8989/4544/3458/5991/640/3569/7124/9854/8431/3670/8622/5697/1813/5950/111/84417/114131/5578/152/9024/7849/8938/4825/51085/3170/222183/6343/2645",56
"GO:0001657","GO:0001657","ureteric bud development","27/3041","67/18842",0.402985074626866,2.49689075176567,5.38462461307567,1.9193675746082e-06,8.0041711621959e-05,8.0041711621959e-05,"2625/7040/9244/4072/9241/168667/4091/6299/7490/6469/4609/2302/186/9955/5076/6662/6495/9353/183/655/6943/7849/3237/10409/4070/793/9953",27
"GO:0006869","GO:0006869","lipid transport","110/3041","447/18842",0.246085011185682,1.52473981610017,4.92567533126797,2.07078269744813e-06,8.57479032464439e-05,8.57479032464439e-05,"4828/8792/1636/1119/11001/9370/7069/4602/6580/3929/121601/201305/9971/3553/80820/114786/2169/23762/376497/5444/123264/2167/124976/646486/343702/2171/319/1381/64220/5468/80765/203859/646480/5319/4035/80736/948/64240/6857/356/2173/28234/3952/1645/222642/1149/7351/8399/2760/116519/6469/126969/51228/5320/407019/64849/160728/7274/345/63924/9854/6578/65266/8542/4018/5027/26279/63982/1813/5948/5104/29881/5950/8714/388323/51083/115072896/55867/183/84417/6863/336/114880/64600/857/114884/51454/114897/338/64241/2168/80833/8529/80763/553/27346/1109/6513/1066/2172/56923/388121/391013/3784/116362/1588/10599/345274/10809/6770",110
"GO:1902476","GO:1902476","chloride transmembrane transport","38/3041","111/18842",0.342342342342342,2.12114910043223,5.19711442235755,2.24912645933644e-06,9.2261513690823e-05,9.2261513690823e-05,"6530/121601/4948/10723/8001/9498/1193/2555/53405/2558/1811/2568/203859/1080/6512/363/55879/116369/2561/2743/7351/10861/54102/8542/7809/2556/115111/63982/22802/2569/2742/1180/26285/6507/56923/6558/54831/9635",38
"GO:0099177","GO:0099177","regulation of trans-synaptic signaling","118/3041","488/18842",0.241803278688525,1.49821025223584,4.89187223731799,2.25946564140791e-06,9.2261513690823e-05,9.2261513690823e-05,"729993/1636/9370/2852/1139/150/57689/9256/9241/134/9912/6572/10718/3553/54407/5649/4909/5100/6344/140689/22987/785/8001/9498/3717/815/6285/6804/2895/5582/26232/5327/22941/2171/7305/57586/10815/6861/2893/338761/729956/1949/1128/5621/90342/30010/4747/794/2561/6857/79012/9590/23316/23228/5028/1136/9899/6860/2900/10814/9783/8927/2902/9465/4130/27065/4803/7124/22943/165257/1143/9378/1524/4852/6543/2899/147381/43/6785/152330/1813/4900/2569/8973/26050/2742/2891/154/1134/25953/6863/729230/1137/25769/10882/347733/1269/8938/11170/9001/793/66000/9229/2903/84446/6558/266743/10675/4804/11247/6343/50944/4915/5152/10288/4776/4311/140",118
"GO:0051249","GO:0051249","regulation of lymphocyte activation","111/3041","453/18842",0.245033112582781,1.5182222648092,4.89783342740681,2.31388784783247e-06,9.38321416914131e-05,9.38321416914131e-05,"116449/2625/930/6366/7040/6352/64926/11148/3559/2494/3553/64581/7494/3717/6664/6375/3822/970/54440/11006/7305/8876/1511/3662/5621/79679/151888/257101/4323/23495/1803/2213/914/920/64092/10457/160364/3952/916/6441/201633/5293/3549/6469/639/942/2302/55024/5320/30009/27240/5618/54900/9479/3569/3823/6363/2214/64127/59067/8456/115352/126259/27177/7704/282618/6688/26279/2737/56253/55423/79626/3552/30835/7940/56833/10859/3821/5678/114548/5105/3902/51083/3623/6863/729230/10148/7535/29851/1493/11314/80380/57630/64600/857/941/3595/1604/199/84868/10125/3481/29126/3575/3592/654346/1236/3824/8741/11005/10288",111
"GO:0042102","GO:0042102","positive regulation of T cell proliferation","32/3041","87/18842",0.367816091954023,2.27898415146258,5.24546692959329,2.42605634282821e-06,9.77069266837664e-05,9.77069266837664e-05,"6352/64926/11148/3559/2494/3553/3717/6375/970/920/3952/916/6469/942/3569/6363/59067/126259/3552/30835/729230/10148/80380/941/3595/1604/199/84868/3481/29126/3592/10288",32
"GO:0060993","GO:0060993","kidney morphogenesis","26/3041","64/18842",0.40625,2.51712019072673,5.33338832854367,2.47216922742913e-06,9.88867690971653e-05,9.88867690971653e-05,"2625/6928/7040/9241/3976/6299/7490/6469/4609/2302/65266/388585/186/9955/5076/6662/6495/183/6943/7849/3237/10409/4070/793/153572/9953",26
"GO:1903131","GO:1903131","mononuclear cell differentiation","108/3041","439/18842",0.246013667425968,1.52429777100957,4.87622634747006,2.59289768861439e-06,0.000103015124385491,0.000103015124385491,"1440/2625/930/5450/7040/9370/4602/28959/387357/3559/3553/1380/5795/7494/6775/3507/11006/3976/10917/5468/8876/3662/1021/931/257101/4323/2213/914/920/160364/3952/916/114836/917/9173/5293/7351/1436/3549/6469/4609/639/3458/942/2302/30009/8581/3569/6363/59067/8456/115352/27177/7704/282618/6688/629/79908/4318/2737/56253/146433/3428/3552/84766/1437/56833/10859/7097/3821/3556/5678/114548/55365/5105/3902/3955/6689/91543/915/3623/714/5138/90865/729230/5578/7535/29851/1493/53833/57630/8544/941/3589/50604/10125/925/6095/3575/1015/1236/84101/171558/133396/11005/63976/10288/4063",108
"GO:0072163","GO:0072163","mesonephric epithelium development","27/3041","68/18842",0.397058823529412,2.46017177012206,5.29173266474141,2.69653425078612e-06,0.000105704142630816,0.000105704142630816,"2625/7040/9244/4072/9241/168667/4091/6299/7490/6469/4609/2302/186/9955/5076/6662/6495/9353/183/655/6943/7849/3237/10409/4070/793/9953",27
"GO:0072164","GO:0072164","mesonephric tubule development","27/3041","68/18842",0.397058823529412,2.46017177012206,5.29173266474141,2.69653425078612e-06,0.000105704142630816,0.000105704142630816,"2625/7040/9244/4072/9241/168667/4091/6299/7490/6469/4609/2302/186/9955/5076/6662/6495/9353/183/655/6943/7849/3237/10409/4070/793/9953",27
"GO:0002791","GO:0002791","regulation of peptide secretion","55/3041","186/18842",0.295698924731183,1.83214703708811,5.00339943380818,2.96904857700779e-06,0.000115615931343085,0.000115615931343085,"3172/2852/6352/8447/4856/150/222546/134/9971/3553/3767/6755/3717/6804/25924/2692/6833/116534/1113/6616/3625/3651/2781/3952/131177/7351/6566/8989/4544/3458/5991/640/3569/7124/9854/8431/3670/8622/5697/1813/5950/111/84417/114131/5578/152/9024/7849/8938/4825/51085/3170/222183/6343/2645",55
"GO:0050804","GO:0050804","modulation of chemical synaptic transmission","117/3041","486/18842",0.240740740740741,1.49162677968992,4.81706537062639,3.12411804898765e-06,0.000120256698812862,0.000120256698812862,"729993/1636/9370/2852/1139/150/57689/9256/9241/134/9912/6572/10718/3553/54407/5649/4909/5100/6344/140689/22987/785/8001/9498/3717/815/6285/6804/2895/5582/26232/5327/22941/7305/57586/10815/6861/2893/338761/729956/1949/1128/5621/90342/30010/4747/794/2561/6857/79012/9590/23316/23228/5028/1136/9899/6860/2900/10814/9783/8927/2902/9465/4130/27065/4803/7124/22943/165257/1143/9378/1524/4852/6543/2899/147381/43/6785/152330/1813/4900/2569/8973/26050/2742/2891/154/1134/25953/6863/729230/1137/25769/10882/347733/1269/8938/11170/9001/793/66000/9229/2903/84446/6558/266743/10675/4804/11247/6343/50944/4915/5152/10288/4776/4311/140",117
"GO:0006833","GO:0006833","water transport","15/3041","27/18842",0.555555555555556,3.44221564543827,5.57098101148286,3.14958020700352e-06,0.000120256698812862,0.000120256698812862,"362/360/375318/6523/1080/363/79849/361/6563/359/653437/3037/5317/7380/364",15
"GO:0042403","GO:0042403","thyroid hormone metabolic process","15/3041","27/18842",0.555555555555556,3.44221564543827,5.57098101148286,3.14958020700352e-06,0.000120256698812862,0.000120256698812862,"2625/6567/1735/50506/2304/115111/1428/6822/90527/7849/389434/3249/7173/6528/27284",15
"GO:0009799","GO:0009799","specification of symmetry","34/3041","96/18842",0.354166666666667,2.1944124739669,5.14699254051005,3.19746713075392e-06,0.000120519914928417,0.000120519914928417,"23639/115948/8701/4851/7479/55036/1767/161582/123872/145788/27019/219670/64321/2348/1482/2626/3549/6469/5991/2302/146845/5308/65009/51676/6997/10637/121643/55897/164781/25790/55130/138162/83538/148345",34
"GO:0009855","GO:0009855","determination of bilateral symmetry","34/3041","96/18842",0.354166666666667,2.1944124739669,5.14699254051005,3.19746713075392e-06,0.000120519914928417,0.000120519914928417,"23639/115948/8701/4851/7479/55036/1767/161582/123872/145788/27019/219670/64321/2348/1482/2626/3549/6469/5991/2302/146845/5308/65009/51676/6997/10637/121643/55897/164781/25790/55130/138162/83538/148345",34
"GO:0016042","GO:0016042","lipid catabolic process","89/3041","347/18842",0.256484149855908,1.58917275619369,4.85957315633175,3.27373030315445e-06,0.000122608497978014,0.000122608497978014,"53630/643414/27293/11001/9370/150/134/3553/51196/285848/133121/375775/2169/374569/5332/2167/283748/646486/1373/57016/2171/1592/646480/51170/33/5319/8909/2173/3952/129807/6653/1149/8399/9651/6716/2760/116519/222/125981/13/5320/340204/1591/345/57733/7124/54677/63924/123745/54979/84830/26279/2517/23007/9663/51365/200879/6715/6822/79644/119548/336/54905/64600/155/1800/1208/5264/389383/747/2168/8529/11145/219970/221/1066/2172/8843/391013/643418/339221/1056/55512/145447/1588/6343/338442/440503/255189",89
"GO:0051047","GO:0051047","positive regulation of secretion","78/3041","294/18842",0.26530612244898,1.64383359394399,4.88108817921602,3.37780495881833e-06,0.000125705652897796,0.000125705652897796,"4828/8792/7040/2852/4602/8447/242/5029/222546/134/9971/6572/3553/283/9498/7494/3717/6664/3822/6804/25924/2692/6833/5468/116534/3625/5319/3651/341359/6857/6870/8448/3952/7424/4881/8399/8989/5028/3458/6860/4986/8618/640/6382/9854/8431/3670/43/1813/3552/7097/5950/5443/51083/57126/84417/3623/114131/6863/5578/114897/8938/84634/5874/8529/4825/51085/553/85477/6558/55512/50855/4879/1588/6343/338442/2645/140",78
"GO:0002704","GO:0002704","negative regulation of leukocyte mediated immunity","26/3041","65/18842",0.4,2.47839526471555,5.23783768940726,3.49105639229494e-06,0.000129103217526379,0.000129103217526379,"7040/1380/6375/722/11006/387837/151888/2213/201633/2302/30009/725/1524/6688/10859/3821/3902/729230/11314/941/3805/84868/29126/6318/3824/81607",26
"GO:0002685","GO:0002685","regulation of leukocyte migration","60/3041","210/18842",0.285714285714286,1.77028233193968,4.92433674995718,3.6895223369699e-06,0.000135589945883644,0.000135589945883644,"6366/7040/131450/257144/2529/6352/6346/4856/10563/719/5795/3383/245937/6375/124976/11240/56477/4323/1803/7424/57402/1436/6355/1240/3569/6363/7124/117194/1524/64065/2526/84830/6688/3627/387695/146433/10164/147409/56833/9353/5054/6351/6484/90865/729230/11314/6370/1907/7499/4478/623/199/3592/3674/64805/3673/1236/6278/9518/27202",60
"GO:0044458","GO:0044458","motile cilium assembly","27/3041","69/18842",0.391304347826087,2.42451710678696,5.20047810899637,3.75279998750204e-06,0.000136366485834084,0.000136366485834084,"7802/23639/80217/55036/286464/55329/79925/84071/123872/26074/2302/159686/90506/255101/147700/201625/200373/286207/144535/79730/352909/79846/54558/51364/154313/84217/84229",27
"GO:0036159","GO:0036159","inner dynein arm assembly","11/3041","16/18842",0.6875,4.25974186122986,5.72245086222083,3.75703583420435e-06,0.000136366485834084,0.000136366485834084,"23639/146754/55036/161582/123872/126820/56171/139212/387885/51364/348807",11
"GO:0006821","GO:0006821","chloride transport","40/3041","122/18842",0.327868852459016,2.03147152845537,5.01420558365854,4.20512928818127e-06,0.000151694234444821,0.000151694234444821,"6530/121601/4948/10723/8001/9498/1193/2555/53405/2558/1811/2568/203859/1080/6512/363/55879/116369/2561/2743/7351/10861/54102/160728/8542/7809/2556/115111/63982/22802/2569/2742/5026/1180/26285/6507/56923/6558/54831/9635",40
"GO:0032732","GO:0032732","positive regulation of interleukin-1 production","28/3041","74/18842",0.378378378378378,2.34442795310931,5.08349375610967,5.39461452174013e-06,0.000193416666998975,0.000193416666998975,"834/115362/3315/7855/51311/64581/3717/7305/9447/948/5004/3458/10333/3569/6363/7124/64127/5005/5027/3670/4210/3428/114548/260434/10626/84868/22861/338322",28
"GO:0007200","GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway","48/3041","158/18842",0.30379746835443,1.88232551750548,4.88585250205289,5.48287309686307e-06,0.000195389659451848,0.000195389659451848,"1816/150/5029/1241/80045/719/1232/51196/5332/5582/4985/2099/1113/1128/27199/6870/387129/9651/3357/5028/3579/4986/5031/1240/134864/887/117194/9378/1524/2925/8111/1813/94233/10149/183/2359/6863/1131/2769/9290/147/84634/553/64805/56923/4829/9630/27202",48
"GO:0030277","GO:0030277","maintenance of gastrointestinal epithelium","14/3041","25/18842",0.56,3.46975337060178,5.42083635593094,5.95995115768011e-06,0.000211111522934693,0.000211111522934693,"3315/4583/340547/7032/4588/56667/64127/7033/57482/5950/6662/7031/64081/8856",14
"GO:0007530","GO:0007530","sex determination","10/3041","14/18842",0.714285714285714,4.4257058298492,5.62509534483159,6.30585484938284e-06,0.000222026506074079,0.000222026506074079,"7490/1761/54361/2516/6658/268/6662/6715/6943/190",10
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","99/3041","402/18842",0.246268656716418,1.52587768163458,4.67557691987698,6.37011444448186e-06,0.000222954005556865,0.000222954005556865,"2625/6366/7040/2529/6352/64926/11148/3559/2494/3553/3383/7494/3717/6375/6280/970/11006/8876/1511/56477/5621/79679/151888/1803/920/10457/3952/916/6441/201633/5293/3549/6469/942/2302/5320/30009/54900/3569/6363/7124/64127/59067/126259/27177/7704/282618/1524/2526/84830/26279/2737/56253/55423/79626/10164/3552/30835/3384/10859/6279/114548/5105/3902/57126/960/655/6484/729230/10148/7535/29851/1493/11314/6370/80380/64600/857/941/4973/116844/4478/3595/1604/64116/199/84868/407006/10125/3481/29126/3037/2859/3575/3592/654346/1236/8631/10288",99
"GO:0007188","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","77/3041","294/18842",0.261904761904762,1.62275880427804,4.72131412007167,6.50075444959076e-06,0.000226180095642566,0.000226180095642566,"1816/776/2770/117/2852/150/5732/134/80045/719/1232/221393/6344/2692/3274/116534/1113/1128/2781/5139/6870/118442/4842/27201/9590/5028/112/4986/112609/29909/3355/134864/4543/5744/117194/4283/9378/4852/54112/2899/3627/8111/1813/133/6954/94233/111/5443/10149/51083/90226/23566/154/113/114131/6863/5138/1131/5578/152/79924/155/1269/147/10267/2859/797/64805/8843/3363/23432/6373/6343/53637/9630/140/768239",77
"GO:0010669","GO:0010669","epithelial structure maintenance","18/3041","38/18842",0.473684210526316,2.93494176084737,5.23784295864484,6.66197886567527e-06,0.000230426092530415,0.000230426092530415,"3315/4583/340547/341640/7032/4588/56667/64127/7033/80144/57482/5950/143689/6662/7031/158326/64081/8856",18
"GO:0072676","GO:0072676","lymphocyte migration","35/3041","103/18842",0.339805825242718,2.10543287051079,4.93509684352821,6.72335021712388e-06,0.000231188884658997,0.000231188884658997,"2625/6366/2770/131450/257144/2529/6352/10563/6375/124976/11240/2838/2848/5293/30009/2526/84830/3627/56253/387695/64005/147409/9420/10344/6351/729230/7535/7499/9023/4478/199/6558/1236/6278/6373",35
"GO:0090276","GO:0090276","regulation of peptide hormone secretion","53/3041","182/18842",0.291208791208791,1.80432622293852,4.78332622065716,7.28265982880784e-06,0.000247845622910168,0.000247845622910168,"3172/2852/6352/8447/4856/150/222546/9971/3553/3767/6755/3717/6804/25924/2692/6833/116534/1113/6616/3625/3651/2781/3952/131177/7351/6566/8989/4544/3458/5991/640/3569/7124/9854/8431/3670/8622/1813/5950/111/84417/114131/5578/152/9024/7849/8938/4825/51085/3170/222183/6343/2645",53
"GO:0030593","GO:0030593","neutrophil chemotaxis","28/3041","75/18842",0.373333333333333,2.31316891373452,4.99886831462504,7.292056592425e-06,0.000247845622910168,0.000247845622910168,"5473/6366/10563/719/6372/6375/6280/6283/2921/56477/5319/6374/1803/5293/3579/6363/4283/64065/3627/100130520/6279/9353/1907/1800/2859/1236/54210/27202",28
"GO:0002703","GO:0002703","regulation of leukocyte mediated immunity","61/3041","219/18842",0.278538812785388,1.725823186617,4.73964672064839,7.48358429677407e-06,0.000252893538304779,0.000252893538304779,"116449/7855/7040/2529/353091/3553/64581/80328/1380/3383/6375/3822/722/11006/7305/387837/151888/913/2213/3952/114836/201633/2302/30009/3569/3823/725/64127/59067/1524/1776/6688/56253/135250/10859/3821/114548/5443/3902/57126/91543/6863/909/729230/11314/563/941/3805/1604/154064/84868/10125/29126/6318/924/3592/8302/3824/81607/8741/140",61
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration","48/3041","160/18842",0.3,1.85879644853667,4.78582093971302,8.01628721521495e-06,0.000269347250431222,0.000269347250431222,"10800/4828/117/2852/6346/10563/5732/56302/719/1232/3717/10803/2099/5319/948/920/4842/5028/3579/1234/1240/2902/887/1524/4852/5027/111/5026/55584/2826/23566/643/2359/6863/775/729230/857/1238/114897/147/1604/623/2859/1237/553/57007/1236/27202",48
"GO:0034113","GO:0034113","heterotypic cell-cell adhesion","24/3041","60/18842",0.4,2.47839526471555,5.0316817931925,8.21442935589244e-06,0.000274436617117316,0.000274436617117316,"9370/131450/1824/3553/3557/3678/284359/914/91663/3728/342035/7124/4680/2651/1832/338879/960/655/407006/3674/3679/8631/10288/29119",24
"GO:0086091","GO:0086091","regulation of heart rate by cardiac conduction","19/3041","42/18842",0.452380952380952,2.80294702557116,5.13152660972419,8.61861104167993e-06,0.000286178119110141,0.000286178119110141,"776/1636/6330/1824/3757/3760/3728/3670/6327/348980/81033/1832/775/10021/857/10008/3784/3753/29119",19
"GO:0046631","GO:0046631","alpha-beta T cell activation","53/3041","183/18842",0.289617486338798,1.79446651680225,4.73777966092086,8.663215170341e-06,0.000286178119110141,0.000286178119110141,"2625/4602/64926/6775/3717/374383/6375/11006/4818/28638/3662/257101/916/28639/114836/917/3549/28755/6469/4609/639/942/30009/9479/3569/6363/59067/7704/2737/56253/84766/10859/114548/91543/915/960/729230/10148/29851/11314/57630/941/9976/3595/1604/29126/6095/3592/654346/171558/387836/4063/919",53
"GO:0002526","GO:0002526","acute inflammatory response","34/3041","100/18842",0.34,2.10663597500822,4.86759813338766,8.92369485908796e-06,0.000293135898164454,0.000293135898164454,"2625/8792/9332/2529/3929/134/3553/3557/388125/3500/8876/2213/5004/3934/3240/3569/7124/2214/5005/4852/1776/145741/26279/3552/114548/2209/6863/2205/1401/197/5265/1236/2212/5345",34
"GO:0072028","GO:0072028","nephron morphogenesis","22/3041","53/18842",0.415094339622642,2.57191961432746,5.02729456894418,9.5723433614923e-06,0.000310968944561186,0.000310968944561186,"2625/7040/9241/3976/6299/7490/6469/4609/65266/388585/186/9955/5076/6662/6495/183/6943/7849/3237/4070/153572/9953",22
"GO:0072088","GO:0072088","nephron epithelium morphogenesis","22/3041","53/18842",0.415094339622642,2.57191961432746,5.02729456894418,9.5723433614923e-06,0.000310968944561186,0.000310968944561186,"2625/7040/9241/3976/6299/7490/6469/4609/65266/388585/186/9955/5076/6662/6495/183/6943/7849/3237/4070/153572/9953",22
"GO:0060562","GO:0060562","epithelial tube morphogenesis","53/3041","184/18842",0.28804347826087,1.78471398138484,4.69251485390029,1.02829426884295e-05,0.000332218148395414,0.000332218148395414,"2625/219736/7040/9788/4851/9241/55036/441478/80199/123872/6299/3934/4036/64321/2348/1482/7490/5293/2626/7080/1436/3549/6469/4609/5420/65009/7124/65266/388585/51676/64065/186/3627/9955/5076/6662/6495/121643/9353/55897/183/655/6943/23242/7849/3237/4070/57822/153572/5314/8557/9953/6423",53
"GO:0051048","GO:0051048","negative regulation of secretion","47/3041","157/18842",0.299363057324841,1.85484995926164,4.71857724223403,1.05493554432699e-05,0.000338962896209985,0.000338962896209985,"3084/4828/2697/4856/150/4851/134/3553/3767/6833/3976/1113/3625/29091/497189/2781/2213/6857/7032/3952/387129/131177/7351/5028/4544/6860/4986/4762/7124/84830/6688/8622/11141/1813/10859/91543/25953/3623/729230/152/11314/3589/8529/80763/3592/222183/6343",47
"GO:0046888","GO:0046888","negative regulation of hormone secretion","23/3041","57/18842",0.403508771929825,2.50013557405516,4.97599845050187,1.0623478085608e-05,0.000339489408387906,0.000339489408387906,"4828/2697/4856/150/134/3553/3767/6833/3976/1113/3625/2781/3952/131177/7351/4544/4986/8622/1813/3623/152/3589/222183",23
"GO:0006813","GO:0006813","potassium ion transport","62/3041","226/18842",0.274336283185841,1.69978436296863,4.64294101668001,1.06942324221093e-05,0.000339903171037853,0.000339903171037853,"131096/776/150/3757/134/3767/3760/53828/10723/3768/6833/483/60598/6616/4842/1258/284525/482/3755/4986/3786/9465/65266/6549/5027/348980/3754/496/23415/81033/479/1262/3785/1813/3773/3766/285195/23416/3769/389816/56479/126755/3781/10021/857/25769/3743/10089/80333/440699/8645/6507/3249/54207/10008/6558/3784/3761/10242/3753/3758/486",62
"GO:0002697","GO:0002697","regulation of immune effector process","87/3041","347/18842",0.250720461095101,1.5534610088635,4.56501804177981,1.09236932339497e-05,0.000344105547157186,0.000344105547157186,"116449/3078/7855/7040/2529/353091/3929/3553/64581/80328/1380/5169/3383/7494/6375/6280/3822/54440/722/11006/729/7305/387837/5225/151888/913/2213/3952/114836/201633/653361/942/2302/30009/3569/3823/725/6363/7124/64127/59067/115352/282618/1524/1776/6688/629/8140/922/56253/135250/56833/10859/3821/5950/114548/5443/5105/3902/57126/91543/6863/909/90865/729230/336/11314/563/941/117854/3805/1604/154064/84868/10125/29126/6318/924/3592/8302/718/3824/81607/8741/11005/51744/140",87
"GO:0044782","GO:0044782","cilium organization","102/3041","422/18842",0.241706161137441,1.49760851303902,4.53541583975395,1.09434927412234e-05,0.000344105547157186,0.000344105547157186,"7802/136332/23639/150483/115948/374407/80217/4851/257177/85377/54777/408/146754/55036/127254/89876/1767/80199/254187/161582/286464/27148/25876/150082/55329/152206/51473/79925/84071/123872/26074/145788/6101/1641/89765/8556/126820/27019/345895/257236/64284/154865/152015/93233/79583/56171/5991/2302/225689/339145/26140/139212/79864/85478/146562/10233/159686/54768/92749/3754/199223/27285/90506/10413/3766/64518/255101/387885/147700/201625/200373/286207/144535/79730/83659/164781/352909/146279/55130/8632/79846/138162/6103/9001/118491/83538/30846/83894/54558/3784/51364/127733/4117/154313/348807/85452/79819/84217/84229/375307/57545/29070",102
"GO:0090596","GO:0090596","sensory organ morphogenesis","46/3041","153/18842",0.300653594771242,1.86284611400189,4.70114805959712,1.15138919518214e-05,0.000360115344025053,0.000360115344025053,"5818/148398/219736/7855/9241/55084/6496/2202/6664/64220/6101/80736/497189/5357/133060/5080/4762/5308/84465/2295/5309/10083/5523/2737/8076/5916/8842/525/3198/5950/25945/5076/6662/6495/121643/7482/7849/2201/6103/84467/793/23554/3249/8557/3784/220",46
"GO:0050886","GO:0050886","endocrine process","31/3041","89/18842",0.348314606741573,2.15815317994894,4.80444834894363,1.25957754236621e-05,0.000390308627019767,0.000390308627019767,"1636/2697/9370/5972/3553/5021/5468/1511/3625/6870/3952/4986/2798/65266/186/51083/183/84417/3623/6863/1907/114897/84634/3291/553/3784/290/1588/338442/5345/4311",31
"GO:0046660","GO:0046660","female sex differentiation","26/3041","69/18842",0.376811594202899,2.33472017690596,4.87265686636173,1.26120134581217e-05,0.000390308627019767,0.000390308627019767,"1081/117/7026/4851/132625/2494/283/4880/64220/3625/4323/6870/3952/4036/7490/6716/2069/658/2516/5950/268/3643/6715/9353/3623/1588",26
"GO:0006820","GO:0006820","monoatomic anion transport","47/3041","158/18842",0.29746835443038,1.84311040255745,4.66869991643028,1.26946227430998e-05,0.000390808281305899,0.000390808281305899,"6530/121601/5174/4948/10723/8001/9498/1193/2555/53405/2558/1811/2568/203859/1080/6512/363/55879/116369/760/2561/2743/7351/8989/10861/54102/160728/8542/7809/2556/115111/63982/22802/2569/2742/5026/1180/26285/8671/285966/6507/56923/6558/54831/3784/9635/6528",47
"GO:0045229","GO:0045229","external encapsulating structure organization","73/3041","280/18842",0.260714285714286,1.61538262789496,4.55124025325267,1.32175744389117e-05,0.000404788217191669,0.000404788217191669,"3036/388697/1288/642658/7040/4856/4851/131873/1298/79625/4015/5468/1511/90993/4035/54507/4323/7049/1803/4316/55612/5328/1805/7490/23127/6624/80070/407019/3569/90102/54857/4312/1280/649/8190/8313/10218/84830/4318/4146/4321/25818/170692/7051/5645/81031/5644/3038/7045/183/4314/79148/4322/1287/1297/64116/3037/1308/3249/10893/5650/406988/4319/3673/64147/1294/1758/10630/169044/11005/5345/23768/2264",73
"GO:0061333","GO:0061333","renal tubule morphogenesis","22/3041","54/18842",0.407407407407407,2.5242914733214,4.92087714711745,1.37039921933885e-05,0.00041751022848251,0.00041751022848251,"2625/7040/9788/9241/6299/7490/6469/4609/65266/388585/186/9955/5076/6662/6495/183/6943/7849/3237/4070/153572/9953",22
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","61/3041","223/18842",0.273542600896861,1.69486671690189,4.57924272346543,1.38255840735421e-05,0.000419043476043441,0.000419043476043441,"1440/834/115362/5473/26525/7855/3929/10563/9971/3553/11009/6372/245937/7494/3717/1511/56477/948/6374/27179/3934/10333/942/4986/1234/3569/671/7124/64127/27177/4283/1524/6688/8140/4318/3627/199713/3552/1437/10859/56300/7097/114548/929/4314/2634/5054/81793/79931/5578/80380/941/1604/1053/84868/29126/84639/730249/8856/3158/10288",61
"GO:0098659","GO:0098659","inorganic cation import across plasma membrane","43/3041","141/18842",0.304964539007092,1.88955667345335,4.65123906103489,1.48534446695103e-05,0.000445603340085308,0.000445603340085308,"776/777/283375/3757/56302/162514/3767/3760/53828/10723/6523/3768/6833/483/5621/29986/931/6524/3934/284525/482/3458/6549/6569/348980/496/479/3773/3766/728215/5026/285195/3769/775/8912/10021/25769/64116/6558/3784/3761/3758/486",43
"GO:0099587","GO:0099587","inorganic ion import across plasma membrane","43/3041","141/18842",0.304964539007092,1.88955667345335,4.65123906103489,1.48534446695103e-05,0.000445603340085308,0.000445603340085308,"776/777/283375/3757/56302/162514/3767/3760/53828/10723/6523/3768/6833/483/5621/29986/931/6524/3934/284525/482/3458/6549/6569/348980/496/479/3773/3766/728215/5026/285195/3769/775/8912/10021/25769/64116/6558/3784/3761/3758/486",43
"GO:0042573","GO:0042573","retinoic acid metabolic process","16/3041","33/18842",0.484848484848485,3.00411547238249,5.05492546123461,1.4957728671757e-05,0.000446454033451428,0.000446454033451428,"216/8854/125/1592/130/54577/54600/54576/54658/131/29785/54905/339761/1577/220/124",16
"GO:0048565","GO:0048565","digestive tract development","28/3041","78/18842",0.358974358974359,2.22420087859088,4.75286166837681,1.72101021384789e-05,0.000511087881688162,0.000511087881688162,"140628/8854/2049/7040/55036/6664/1373/123872/64220/10551/6299/91461/64321/2626/1045/7124/2627/4852/2304/2737/5697/10413/6943/23242/3784/6343/3158/3239",28
